FName,LName,AreaCode,Phone,City,State,Zip,MaritalStatus,HasChild,Salary,Rate DOUBLE,SingleExemp,ChildExemp
Sefeng,Dee,406,155-1989,ULM,MT,59485,M,Y,1500,1.0,0,1900
Goopeel,Haskin,817,109-1165,SARAGOSA,TX,79780,S,Y,31500,0.0,0,0
Marit,Kohen,307,151-1086,GUERNSEY,WY,82214,M,Y,33500,0.0,0,0
Changming,Lunt,914,177-2016,EASTPORT,NY,11941,M,N,54500,4.2693596,0,0
Seijiro,Ishai,808,158-1529,HONOLULU,HI,96820,M,Y,19000,4.4644737,0,1040
Swapna,Bodin,939,164-1143,CAROLINA,PR,982,M,Y,25000,0.0,0,0
Leland,Crouzet,860,115-1480,HARTFORD,CT,6154,M,Y,54000,5.0,0,0
Naohisa,Acil'diev,308,166-1910,OMAHA,NE,68116,S,N,6500,3.2881327,103,0
Dagmar,Hiroike,515,165-1601,LEDYARD,IA,50556,S,Y,5500,1.013173,40,40
Masooma,Pigeot,253,173-1752,ACME-typoLA VETA,WA-typoMI,98220,S,Y,44000,0.0,0,0
Limsson,Lowen,302,175-1399,MILLSBORO,DE,19966,S,Y,78500,5.95,110,110
Iris,Thorelli,401,141-1268,LITTLE COMPTON,RI,2837,S,N,2000,0.0,0,0
Wook,Servieres,402,197-1796,SHELTON,NE,68876,M,Y,50500,6.84,0,103
Gao,Adolphe,234,194-1220,MINGO,OH,43047,M,N,12500,0.9609616,0,0
Jianhao,Wunderlin,808,170-1332,HONOLULU,HI,96828,S,N,77500,8.25,1040,0
Shigehito,Oostrum,774,103-1776,SPRINGFIELD,MA,1195,M,N,28000,5.3,0,0
Abbas,Piccoli,704,199-1893,PURLEAR,NC,28665,S,Y,62000,7.0332165,3300,3300
Zachary,Munke,772,125-1407,IMMOKALEE,FL,34143,S,Y,31500,0.0,0,0
Whitfield,Evershed,802,120-2023,BENNINGTON,VT,5201,M,Y,55000,4.099376,0,3300
Pierce,Chiodo,970,181-1856,ALMONT,CO,81210,S,N,87500,4.63,0,0
Debra,Strandh,917,122-1370,STOCKTON,NY,14784,M,Y,46000,4.220122,0,1000
Umakanta,Enselme,719,106-1138,VAIL,CO,81658,S,N,13500,4.63,0,0
Atsuyuki,Shimazaki,763,195-1169,SAINT MICHAEL,MN,55376,S,Y,24000,5.5362325,3300,3300
Emilia,Kirkman,808,133-1297,KUALAPUU,HI,96757,S,N,4000,1.7605263,1040,0
Nechama,Vauclair,636,128-2033,BELLEVIEW,MO,63623,S,N,19500,6.0,2100,0
Melville,Manocha,334,186-1478,ALMONT,NV,36616,M,N,85000,5.0,0,0
Jiabin,Mersmann,307,145-1332,GILLETTE,WY,82716,S,N,95500,0.0,0,0
Ryuzo,Dang,701,167-2065,STREETER,ND,58483,S,N,67500,2.538187,3300,0
Islam,Kernebeck,267,111-1695,KENNETT SQUARE,PA,19348,M,N,15000,3.07,0,0
Herbert,Guaiana,580,168-2005,OKLAHOMA CITY,OK,73114,S,Y,11000,6.25,1000,1000
Xiaotao,Fosse,985,108-1215,ROSELAND,LA,70456,M,Y,68500,6.0,0,1000
Tyrone,Mueller,269,130-1496,DORR,MI,49323,S,Y,67000,3.9,3100,3100
Landy,Galesi,775,135-1088,LAS VEGAS,NV,89104,S,N,61500,0.0,0,0
Cyr,Anderssen,937,115-1872,CLEVELAND,OH,44128,M,Y,75500,3.0522385,0,1300
Cecily,Koenker,947,144-1980,ALLEN PARK,MI,48101,M,N,70500,3.9,0,0
Feiyu,Guha,816,104-1182,BRASHEAR,MO,63533,S,Y,26000,6.0,2100,1200
Merritt,Banbara,843,108-1674,GREENVILLE-typoALMONT,IA,29610,M,Y,10000,5.752432,0,3300
Narjes,Manchala,321,160-1414,LEESBURG,FL,34789,M,Y,8500,0.0,0,0
Xinxin,Bitton,740,179-1317,DAYTON,OH,45482,M,N,32500,1.6248591,0,0
Zongyan,Klaschka,202,179-1980,WASHINGTON,DC,20261,S,N,99000,9.0,1370,0
Kyogji,Cherinka,980,163-1697,CONNELLYS SPRINGS,NC,28612,S,Y,80000,7.410839,3300,3300
Nobuyoshi,Sekino,208,121-1947,OSBURN,ID,83849,M,N,8000,3.5419533,0,0
Marlis,Opatryn,207,167-1139,BRIDGTON,ME,4009,M,N,44000,8.5,0,0
Yngve,Wiseman,234,154-1928,RUSSELLS POINT,OH,43348,M,Y,44000,2.0066,0,1300
Ayal,Heckerman,906,150-1339,WEST BLOOMFIELD,MI,48323,S,Y,97500,3.9,3100,3100
Sunder,Brustmann,717,195-1179,EAST SPRINGFIELD,PA,16411,M,Y,7500,3.07,0,0
Maroun,Matheis,859,136-1158,MILLERSBURG,KY,40348,S,N,53000,4.7777777,20,0
Leopold,Gribomont,910,158-1739,MIDDLEBURG,NC,27556,M,Y,500,6.0,0,3300
Violaine,Collinson,202,158-1115,WASHINGTON,DC,20260,S,N,58000,9.0,1370,0
Jichang,Rouchaleau,402,135-2084,SUMNER,NE,68878,M,N,65000,6.84,0,0
Anwar,Belz,505,183-1085,GUADALUPITA,NM,87722,M,Y,4000,1.7,0,3300
Vanja,Bruns,703,174-1849,NEW CANTON,VA,23123,M,Y,40500,5.75,0,900
Yehia,Lessing,605,196-1272,HARRISON,SD,57344,S,Y,59000,0.0,0,0
Henrietta,Janson,808,151-1116,HONOLULU,HI,96847,M,Y,79500,8.25,0,1040
Jak,Antos,802,107-1454,MORGAN,VT,5853,M,Y,45000,3.9004214,0,3300
Ari,Wybranietz,574,109-1984,FLORENCE,IN,47020,M,Y,38500,3.4,0,1000
Troels,Hallissey,406,165-1082,GLEN,MT,59732,M,Y,71500,6.9,0,1900
Chisato,Kornhauser,541,193-1977,BRIGHTWOOD,OR,97011,M,Y,64500,9.0,0,159
Jungho,Bryan,610,199-1494,SPRINGS,PA,15562,M,N,44500,3.07,0,0
Rildo,Kirani,808,198-1058,KALAHEO,HI,96741,M,Y,73000,8.25,0,1040
Haldon,Fimbel,623,145-1042,YOUNGTOWN,AZ,85363,M,Y,59500,3.63725,0,2300
Jinhai,Erez,941,141-1426,GROVELAND,FL,34736,M,N,37000,0.0,0,0
Magdalena,Dangelo,208,173-1597,CULDESAC,ID,83524,M,N,64000,7.8,0,0
Aju,Greif,302,161-1641,WILMINGTON,DE,19896,M,Y,61000,5.95,0,110
Allan,Bruck,307,101-1267,DUBOIS,WY,82513,M,Y,61500,0.0,0,0
Caolyn,Zizka,605,159-1911,HITCHCOCK-typoNORTH FORT MYERS,GA,57348,M,Y,80000,0.0,0,0
Gaston,Jezek,240,181-1246,GREENBELT,MD,20770,M,Y,85500,4.75,0,2400
Dermont,Stavenow,304,177-1067,PETERSTOWN,WV,24963,S,Y,21000,3.77,2000,2000
Cathleen,Bax,435,174-1566,SALT LAKE CITY,UT,84145,S,Y,98500,7.0,2475,2475
Tiago,Poltrock,202,169-1444,WASHINGTON,DC,20233,S,N,35500,9.0,1370,0
Kasidit,Maccarone,206,180-1125,FEDERAL WAY,WA,98023,S,Y,44500,0.0,0,0
Minsoo,Zwarico,907,192-2061,KARLUK,AK,99608,M,Y,22500,0.0,0,0
Younghwan,Schlimbach,410,106-1698,OCEAN CITY,MD,21842,S,N,79000,4.75,2400,0
Peyyun,Pigeon,435,151-2049,SANDY,UT,84070,S,Y,37500,7.0,2475,2475
Pai,Pettersen,605,121-2035,TURTON,SD,57477,M,Y,54000,0.0,0,0
Krste,Fedunok,678,122-1848,REYNOLDS,GA,31076,S,Y,80500,6.0,2700,3000
Joakim,Forte,207,105-1999,GARDINER,ME,4345,M,N,4500,2.0,0,0
Chaim,Ravat,727,119-1787,KISSIMMEE,FL,34743,S,N,5500,0.0,0,0
Fabricio,Conte,202,162-1735,WASHINGTON,DC,20560,M,Y,43000,9.0,0,1370
Hidefumi,Walrath,509,110-1376,SILVERDALE-typoMADISON LAKE,WA-typoWV,98315,M,Y,25000,0.0,0,0
Fiorella,Takach,813,137-1914,JACKSONVILLE,FL,32231,S,N,90000,0.0,0,0
Chengqi,Garidis,970,109-1178,DENVER,CO,80247,M,N,100000,4.63,0,0
Chisato,Adriani,304,173-1624,HUNTINGTON,WV,25720,S,N,27500,4.225,2000,0
Folke,Matzel,580,157-1664,STONEWALL,OK,74871,M,N,28500,6.25,0,0
Ragui,Miksch,706,141-1926,HARTMAN,WV,30707,M,Y,68500,6.0,0,3000
Yonit,Lanzarone,267,151-2056,BARTO,PA,19504,S,N,75000,3.07,0,0
Haider,Markosian,740,117-1139,PERRY,OH,44081,M,N,28500,1.4920795,0,0
Mitsuhide,Quiroz,541,190-1685,ALLEGANY,OR,97407,M,N,73000,9.0,0,0
Thierry,Lecce,605,148-1540,STRANDBURG,SD,57265,S,Y,12000,0.0,0,0
Prabhakar,Morschel,202,197-1436,WASHINGTON,DC,20520,S,Y,20000,6.75,1370,1370
Amarendra,Ivanets,203,151-1702,BARKHAMSTED,CT,6063,S,Y,36500,5.0,12750,0
Akikazu,Tawa,207,162-1961,BRIDGTON,ME,4009,S,Y,1000,2.0,2850,2850
Tepparit,Gasieniec,985,198-1026,ELM GROVE,LA,71051,S,N,39000,6.0,4500,0
Gautam,Madeira,603,119-1365,NEW CASTLE,NH,3854,S,Y,10000,0.0,0,0
Niklaus,Kishino,980,153-1758,ELLERBE-typoMADISON LAKE,NC-typoNV,28338,S,Y,97500,7.777972,3300,3300
Ruogu,Gianantonio,302,160-1062,SELBYVILLE,DE,19975,M,N,91000,5.95,0,0
Laird,Affisco,541,142-1101,YACHATS-typoALMONT,OR-typoGA,97498,M,Y,5500,7.9230766,0,159
Takamasa,Aba,563,173-1238,MITCHELLVILLE,IA,50169,M,Y,92000,8.98,0,40
Subhrajit,Leufke,602,130-1459,GILBERT,AZ,85234,M,N,31500,3.20325,0,0
Bostwick,Engberts,802,189-1369,ENOSBURG FALLS,VT,5450,S,N,43000,3.8606305,3300,0
Kemji,Tickle,603,116-1585,GLENCLIFF,NH,3238,S,N,38500,0.0,0,0
Xiaoya,Bale,303,179-1291,NORTH FORT MYERS,CT,81062,M,N,33000,4.63,0,0
Nasr,Moeller,208,116-1351,COEUR D ALENE,ID,83814,S,N,62500,7.8,3300,0
Antanas,Ranst,580,116-1252,WYANDOTTE,OK,74370,M,N,71500,6.25,0,0
Wafaa,Kanneganti,203,171-2034,STAMFORD,CT,6921,M,Y,61500,5.0,0,0
Kersti,Schlichter,302,173-1644,CLAYTON,DE,19938,M,Y,4000,2.2,0,110
Minerva,Niinomi,301,196-1065,NORTH FORT MYERS,MD-typoWV,21704,S,Y,18000,4.75,2400,2400
Yoshide,Marletta,406,174-2022,ROY,MT,59471,M,Y,31500,6.9,0,1900
Djenana,Mitsuhashi,605,192-1423,STRANDBURG,SD,57265,M,Y,43500,0.0,0,0
Sieger,Kopetz,276,110-2021,MERRIFIELD,VA,22081,M,Y,99000,5.75,0,900
Matteo,Okamura,907,119-2038,JUNEAU,AK,99811,S,N,98500,0.0,0,0
Abhaya,Yagiura,787,168-1946,MAYAGUEZ,PR,681,S,Y,66000,0.0,0,0
Matilde,Bregler,423,161-1507,FINLEY,TN,38030,M,Y,15500,0.0,0,0
Doreen,Mikki,808,160-2089,HAWI,HI,96719,S,Y,4000,1.7605263,1040,1040
Ravindran,Bozinovic,939,173-1689,SAN JUAN,PR,940,M,N,27000,0.0,0,0
Morikazu,Villa,907,111-1118,CROOKED CREEK,AK,99575,M,Y,86000,0.0,0,0
Uri,Dietl,719,197-1391,SALIDA,CO,81201,S,Y,16500,4.63,0,0
Chengqi,Jungen,347,179-1022,HAMPTON,NY,12837,M,N,9000,4.0057926,0,0
Raja,Beraud,207,135-1060,EAST ORLAND,ME,4431,S,N,71000,8.5,2850,0
Chiradeep,Goldweic,401,132-1266,PAWTUCKET,RI,2860,S,N,44500,0.0,0,0
Jitian,Mitomo,209,195-2040,SAN DIEGO,CA,92158,S,N,15000,3.0493855,87,0
Ashley,Smallbone,303,113-1941,LITTLETON,CO,80160,M,Y,93000,4.63,0,0
Sangho,Arbib,801,144-1998,WILLARD,UT,84340,S,Y,45500,7.0,2475,2475
Antonina,Mokryn,503,177-2092,PROSPECT,OR,97536,S,N,24500,9.0,159,0
Hichul,Broscius,615,115-1776,NASHVILLE,TN,37205,S,N,85500,0.0,0,0
Yokomori,Bing,804,136-1610,ALEXANDRIA,VA,22303,M,Y,50500,5.75,0,900
Met,Shmyglevsky,234,160-1292,DEFIANCE-typoHARTMAN,WV,43512,M,Y,22000,1.2763128,0,1300
Sigalit,Grape,307,185-1862,EVANSVILLE,WY,82636,M,N,18000,0.0,0,0
Yongun,Wadge,731,122-1841,FINGER,TN,38334,M,Y,31000,0.0,0,0
Liana,Gunal,505,137-1226,ALBUQUERQUE,NM,87116,M,N,3500,1.7,0,0
Graydon,Fitschen,939,188-1939,SAN JUAN,PR,912,M,N,11000,0.0,0,0
Patiwat,Andersson,623,164-1722,MADISON LAKE,IA,86327,S,N,7000,2.87,2100,0
Snjiv,Ruhleder,989,103-1007,DETROIT,MI,48202,M,Y,52000,3.9,0,3100
Giuliano,Isaak,505,122-1894,SEDAN,NM,88436,S,Y,86000,5.3,3300,3300
Celia,Nanard,620,109-1267,NARKA,KS,66960,S,N,89500,6.45,2250,0
Kazuko,Zagrouba,262,142-1115,PEMBINE,WI,54156,S,N,85500,5.931978,700,0
Mehmet,Rahm,802,167-1816,NORTH HYDE PARK,VT,5665,S,N,26500,3.6,3300,0
Jack,Meuser,803,177-1479,WARE SHOALS,SC,29692,S,Y,37000,7.0,3300,3300
Bernt,Razek,786,183-1357,BOCA RATON,FL,33427,M,Y,97500,0.0,0,0
Gebreselassie,Honkela,918,160-1510,OKLAHOMA CITY,OK,73137,M,N,71000,6.25,0,0
Vidar,Schapiro,626,100-1073,PLAYA VISTA,CA,90094,S,N,18500,3.875656,87,0
Constantino,Risi,808,105-2052,HONOLULU,HI,96810,S,Y,58500,8.25,1040,1040
Bir,Kerr,802,137-2064,NEW HAVEN,VT,5472,M,Y,64000,4.278435,0,3300
Sreekrishna,Sidhu,775,125-1534,INDIAN SPRINGS,NV,89070,S,N,98000,0.0,0,0
Van,Waumans,509,176-1761,PARADISE INN,WA,98398,S,N,98000,0.0,0,0
Saburo,Isaacson,802,119-1806,WORCESTER,VT,5682,S,Y,10000,3.6,3300,3300
Boban,Gentner,812,182-1904,HARTMAN,IN-typoCT,46350,M,Y,85500,3.4,0,1000
Gyula,Angelov,304,177-1867,CHARLESTON,WV,25361,M,N,72000,6.5,0,0
Maiko,Gaubert,269,114-1573,ALGER,MI,48610,S,N,4000,3.9,3100,0
Severin,Keohane,215,125-2061,EAGLEVILLE,PA,19415,S,N,47000,3.07,0,0
Arnould,Jockusch,417,194-1441,HURDLAND,MO,63547,S,N,4500,3.46875,2100,0
Cezary,Poss,401,125-1357,WOONSOCKET,RI,2895,M,N,3500,0.0,0,0
Takehito,Pinger,701,171-1795,BUXTON,ND,58218,S,N,80500,2.6888862,3300,0
Ataru,Toint,980,143-1996,NEBO,NC,28761,M,N,48500,6.75,0,0
Krishnamurthi,Charlesworth,816,141-1178,FARBER,MO,63345,S,Y,20000,6.0,2100,1200
Dadong,Perrott,334,142-1746,BIRMINGHAM,AL,35207,S,N,31500,5.0,1500,0
Yinfeng,Kandogan,941,197-1958,MC INTOSH,FL,32664,S,Y,81500,0.0,0,0
Mariusz,Cappelletti,202,107-1064,WASHINGTON,DC,20018,M,Y,85500,9.0,0,1370
Annalisa,Strong,330,164-1406,CROTON,OH,43013,S,N,91000,3.566759,1300,0
Seiji,Khanna,907,194-1333,LA VETA,AK-typoNV,99826,S,Y,64000,0.0,0,0
Lucian,Kesavan,623,155-1699,LAKE MONTEZUMA,AZ,86342,M,N,79000,3.9394999,0,0
Yoshitsugu,Alpuente,787,121-1710,SAN JUAN-typoMADISON LAKE,NV,910,M,N,15000,0.0,0,0
Marion,Tabor,805,140-1153,SAN BERNARDINO,CA,92418,M,Y,52000,9.3,0,272
Vijaya,Claudson,207,166-1754,BROOKS,ME,4921,S,Y,70000,8.5,2850,2850
Devanand,Weiermann,973,110-1087,FORKED RIVER,NJ,8731,M,N,80500,2.3541355,0,0
Fujie,Beuter,563,144-1185,STANTON,IA,51573,M,N,49000,7.728613,0,0
Lara,Kerr,423,168-1239,DENMARK,TN,38391,S,N,33500,0.0,0,0
Xinxin,Spielman,409,127-1252,HOUSTON,TX,77294,S,Y,6000,0.0,0,0
Lam,Braine,913,147-1216,ARKANSAS CITY,KS,67005,M,N,24000,5.27,0,0
Aditi,Hjaresen,307,114-1980,SHERIDAN,WY,82801,M,Y,96000,0.0,0,0
Laveen,Cousineau,307,102-1179,CHEYENNE,WY,82009,S,Y,78500,0.0,0,0
Ishwar,Parberry,401,144-1111,LA VETA,GA,2830,M,N,51500,0.0,0,0
Gulrukh,Schuchardt,860,107-1584,NEW HAVEN,CT,6510,S,N,26500,5.0,12750,0
Ghislaine,Steingart,770,101-1233,ROSWELL,GA,30075,S,Y,74500,6.0,2700,3000
Heribert,Chottin,304,170-1134,VALLEY HEAD,WV,26294,M,N,73500,6.5,0,0
Godfried,Pavlova,402,101-1010,OMAHA,NE,68114,S,N,60500,6.84,103,0
Doru,Kabuka,402,133-1001,MADISON,NE,68748,S,Y,61500,6.84,103,103
Vyjayanti,Rodiger,619,169-1093,NORCO,CA,92860,M,Y,51500,9.3,0,272
Yuchang,Beun,603,114-1525,MERRIMACK-typoMADISON LAKE,NH-typoCT,3054,M,N,93000,0.0,0,0
Vyjayanti,Verelst,307,147-1620,KIRBY,WY,82430,S,N,37000,0.0,0,0
Byungki,Klinke,203,156-1629,COLLINSVILLE,CT,6022,M,Y,32000,5.0,0,0
Hongjing,O'Cinneide,603,177-1364,WEST LEBANON,NH,3784,M,Y,29500,0.0,0,0
Myke,Lampaert,802,193-1529,WEST FAIRLEE,VT,5083,M,Y,95500,4.9051423,0,3300
Marina,Kohling,605,121-1002,WINNER,SD,57580,S,N,24000,0.0,0,0
Chaouki,Luchi,787,106-1606,CAGUAS,PR,726,S,Y,31000,0.0,0,0
Joergen,Kambhatla,317,175-1814,ANDERSON,IN,46015,M,N,93500,3.4,0,0
Chinho,Verykios,414,163-1290,ALMONT,NV,53233,M,Y,33500,5.028471,0,400
Manuvir,Gagvani,208,144-1539,SWAN VALLEY,ID,83449,S,Y,85000,7.8,3300,3300
Geof,Heilandt,580,118-1932,OKLAHOMA CITY,OK,73134,M,Y,3500,2.0972223,0,1000
Reg,Michaeli,413,133-1975,CENTERVILLE,MA,2634,M,N,19500,5.3,0,0
Deirdre,Gurzi,252,171-1113,ALMONT,WV,27312,M,Y,57000,6.928322,0,3300
Jianchu,Krotopoulou,585,180-1855,MAINE,NY,13802,S,Y,35500,4.159299,0,1000
Antonije,Priest,276,184-1930,ALEXANDRIA-typoNORTH FORT MYERS,VA-typoCT,22321,S,Y,93500,5.75,900,900
Sribalan,Kawakami,775,148-1993,MC GILL,NV,89318,M,Y,69000,0.0,0,0
Valentin,Knauer,240,197-1817,SILVER SPRING,MD,20910,S,N,90500,4.75,2400,0
Eckart,Oostrom,605,188-1845,CHAMBERLAIN,SD,57326,S,Y,85000,0.0,0,0
Irvin,Zimmermann,478,154-1854,ATLANTA,GA,31156,S,N,9500,6.0,2700,0
Aleks,Polo,605,139-1811,TOLSTOY,SD,57475,S,Y,84000,0.0,0,0
Michel,Ishizuka,360,145-1187,OKANOGAN,WA,98840,M,N,73500,0.0,0,0
Jiangtao,Pethe,276,147-1942,GARRISONVILLE,VA,22463,S,N,32000,5.75,900,0
Omar,Rase,801,105-1737,ANNABELLA,UT,84711,S,N,99000,7.0,2475,0
Biju,Rana,401,125-1704,CENTRAL FALLS,RI,2863,S,Y,33000,0.0,0,0
Vidar,Konuma,570,124-1280,BETHEL,PA,19507,S,N,60000,3.07,0,0
Masami,Steinparz,702,144-1090,NORTH LAS VEGAS-typoHARTMAN,NV-typoGA,89036,S,N,64000,0.0,0,0
Xiaofei,Aikins,334,121-1010,MONTGOMERY,AL,36103,M,N,25500,5.0,0,0
Steffen,Abate,304,157-1032,NEMOURS,WV,24738,S,N,32000,4.54,2000,0
Peri,Miake,718,159-1584,SHOKAN,NY,12481,S,Y,53000,4.2606707,0,1000
Melody,Fayolle,815,188-1105,ITASCA,IL,60143,M,N,80500,3.0,0,0
Yakichi,Gursel,858,128-1524,HARTMAN,CT,91313,M,N,62500,9.3,0,0
Maite,Omicini,505,190-2083,ARROYO HONDO,NM,87513,M,N,73500,5.3,0,0
Guangye,Dhagat,225,105-1813,BATON ROUGE,LA,70879,M,Y,63500,6.0,0,1000
Nicoletta,Greenbaum,814,198-1357,ALEPPO,PA,15310,M,Y,86500,3.07,0,0
Ekawit,Gammage,401,101-2069,MANVILLE,RI,2838,M,Y,43000,0.0,0,0
Badrul,Rioboo,701,154-2037,NECHE,ND,58265,S,N,33000,2.1382544,3300,0
Hedwig,Brost,410,116-1563,GLYNDON,MD,21071,M,N,78500,4.75,0,0
Per,Sendrier,312,193-1310,DECATUR-typoMADISON LAKE,CT,62523,M,Y,79000,3.0,0,2000
Mehmet,Bahsoun,309,179-1455,SAINT JACOB,IL,62281,M,Y,33500,3.0,0,2000
Alka,Schonlau,618,188-1497,HIGHLAND PARK,IL,60035,M,N,84000,3.0,0,0
Megan,Olano,505,117-1470,ROWE,NM,87562,M,N,89500,5.3,0,0
Yves,Ledin,701,130-1789,FARGO,ND,58103,M,N,21500,2.1,0,0
Agha,Raczkowsky,516,164-1369,ROCHESTER,NY,14620,M,N,59000,4.295427,0,0
Kjeld,Fischetti,307,108-1733,FORT BRIDGER,WY,82933,S,N,52500,0.0,0,0
Souichi,Genssler,708,193-1892,ALMONT,CT,60451,M,N,98500,3.0,0,0
Corneliu,Mishkin,520,172-2071,FOUNTAIN HILLS,AZ,85268,M,N,2500,2.87,0,0
Mitsuhiko,Saslan,907,133-1010,AKIACHAK,AK,99551,S,N,11500,0.0,0,0
Kingsley,Luchi,502,115-1712,FANCY FARM,KY,42039,S,N,29000,3.4444444,20,0
Siddhartha,Dimakopoulos,775,165-1036,NORTH LAS VEGAS,NV,89081,M,N,86000,0.0,0,0
Yuzhuo,Hoene,802,168-1476,LOWELL,VT,5847,M,Y,72500,4.4475465,0,3300
Hellmut,McDermid,559,148-1698,HESPERIA,CA,92344,S,Y,58500,9.3,87,272
Shobana,Bruce,307,144-2034,BEACON FALLS,WV,82646,M,Y,60000,0.0,0,0
Hakki,Chiarodo,505,146-1684,LORDSBURG,NM,88045,S,Y,85500,5.3,3300,3300
Hedwig,Govindjee,360,139-1659,ARLINGTON,WA,98223,M,Y,18000,0.0,0,0
Inhan,Ackermann,423,146-1814,HENDERSON,TN,38340,S,N,44500,0.0,0,0
Jaihie,Regin,321,199-1421,LONG KEY,FL,33001,S,N,5000,0.0,0,0
Zhicheng,Menczer,701,134-1908,ANETA,ND,58212,M,N,74500,2.6193328,0,0
Nagabhushana,Blaschka,812,140-1976,MADISON LAKE,WV,46987,S,N,17000,3.4,1000,0
Lakshman,Westcott,302,128-1400,NEWARK,DE,19715,S,N,23500,3.4613638,110,0
Kathryn,Campadelli,504,178-1484,BEACON FALLS,WV,70466,M,N,61500,6.0,0,0
Mori,Wish,505,191-1438,LOS LUNAS,NM,87031,M,Y,5500,1.7,0,3300
Jayen,Sackman,815,154-1919,WINNETKA,IL,60093,S,Y,45500,3.0,2000,2000
Zsuzsa,Renous,660,192-1158,CREIGHTON,MO,64739,S,Y,30000,6.0,2100,1200
Miyi,Ranai,301,171-1036,CHESAPEAKE BEACH,MD,20732,S,N,57000,4.75,2400,0
Bev,Bazzichi,225,112-1038,MANY,LA,71449,M,Y,96000,6.0,0,1000
Guillaume,Bale,208,105-2063,SANDPOINT,ID,83864,S,Y,80000,7.8,3300,3300
Islam,Cherinka,787,123-1522,TRUJILLO ALTO,PR,977,S,Y,59500,0.0,0,0
Zvi,Hoogendoorn,720,125-1520,SPRINGFIELD,CO,81073,M,N,55500,4.63,0,0
Narendra,Tavs,302,124-1815,LEWES,DE,19958,S,Y,93500,5.95,110,110
Duke,Burkhard,252,177-1795,OAK CITY-typoNORTH FORT MYERS,NC-typoNV,27857,S,N,88000,7.5786715,3300,0
Keyun,Butner,720,133-1163,CIMARRON,CO,81220,M,Y,11500,4.63,0,0
Faiza,Yakhnis,406,196-1929,VOLBORG,MT,59351,M,Y,16000,6.9,0,1900
Malu,Pflugrad,256,198-1778,RIVERSIDE,AL,35135,M,N,80000,5.0,0,0
Simeon,Braine,914,187-1094,WOODMERE,NY,11598,S,Y,11500,4.020274,0,1000
Hsiang,Rivera,919,110-1214,GREENVILLE,NC,27833,S,Y,8500,6.0,3300,3300
Marla,Dendrinos,801,123-1263,KOOSHAREM,UT,84744,M,N,22000,7.0,0,0
Alka,Baek,754,141-1111,FORT MYERS-typoMADISON LAKE,IA,33907,M,Y,65500,0.0,0,0
Deene,Straney,307,194-1976,OTTO,WY,82434,M,N,83000,0.0,0,0
Sefeng,Rowland,605,122-1723,TEA,SD,57064,S,N,82500,0.0,0,0
Aleksy,Ampratwum,603,131-1529,ASHLAND,NH,3217,S,N,33500,0.0,0,0
Arno,Pemberton,912,124-1137,CASSVILLE,GA,30123,M,Y,39500,6.0,0,3000
Juhnyoung,Ranft,919,100-1652,STAR,NC,27356,M,N,66000,7.117133,0,0
Tassadit,Fabrizio,207,197-1904,HULLS COVE,ME,4644,S,N,13500,6.2463503,2850,0
Hirohiko,Niccum,240,160-1072,DERWOOD-typoMADISON LAKE,MD-typoIA,20855,S,Y,87000,4.75,2400,2400
Myke,Sogomonyan,939,119-1351,MARICAO,PR,606,M,N,39000,0.0,0,0
Alok,Ducret,413,151-1840,LYNN,MA,1910,M,N,76000,5.3,0,0
Akshay,Thibadeau,228,176-1906,MADISON-typoMADISON LAKE,MS-typoMI,39130,S,N,17000,5.0,6000,0
Yadong,Benaloh,603,159-1867,MILTON,NH,3851,M,N,15500,0.0,0,0
Cecilia,Sacone,304,120-1597,MUNDAY,WV,26152,M,N,15000,3.35,0,0
Woei,Ratnakar,505,129-1107,FORT BAYARD,NM,88036,M,Y,87500,5.3,0,3300
Mansour,Chottin,203,140-1141,WATERBURY,CT,6720,M,N,96000,5.0,0,0
Luc,Monarch,410,173-1421,BALTIMORE,MD,21217,S,N,30500,4.75,2400,0
Jamshed,Schwarzler,310,188-1605,COVINA,CA,91723,S,N,14500,2.9313471,87,0
Magne,Clark,864,104-1197,CHESNEE,SC,29323,M,Y,5500,3.7825875,0,3300
Vikraman,Razdan,952,136-1775,SWANVILLE,MN,56382,S,N,41500,6.470064,3300,0
Yukihiro,Handelman,802,192-1014,MOUNT HOLLY,VT,5758,M,N,14500,3.6,0,0
Calum,Worsch,603,172-1302,PIKE,NH,3780,M,Y,28000,0.0,0,0
Rodney,Steckler,605,175-1890,LEAD,SD,57754,M,Y,25500,0.0,0,0
Cor,Gulla,228,138-1505,MADISON LAKE,MS-typoIA,39145,S,Y,21000,5.0,6000,1500
Simona,Pottossine,201,141-1592,OLDWICK,NJ,8858,M,N,14000,1.4,0,0
Srecko,Chueh,252,114-1376,CHADBOURN,NC,28431,S,N,47000,6.7185316,3300,0
Judicael,Peron,573,192-1919,LA VETA,IA,65570,S,Y,75000,6.0,2100,1200
Ehric,Giroux,701,116-2026,MADISON LAKE,ND-typoGA,58746,M,Y,52000,2.3585072,0,3300
Samaradasa,Viire,802,187-1752,HARTMAN,VT-typoMI,5034,M,Y,58500,4.16901,0,3300
Jihoon,Boulier,516,100-1696,NEW YORK,NY,10037,S,N,1500,4.0,0,0
Navdeep,Tzvieli,307,133-1912,ELK MOUNTAIN,WY,82324,M,Y,69500,0.0,0,0
Lenka,Rousskov,808,155-1096,HONOLULU-typoHARTMAN,MI,96810,S,Y,25500,5.636184,1040,1040
