FName,LName,AreaCode,Phone,City,State,Zip,MaritalStatus,HasChild,Salary,Rate DOUBLE,SingleExemp,ChildExemp
Ziv,Sporl,787,113-1210,PONCE,PR,733,S,N,24000,0.0,0,0
Haripriyan,Ossenbruggen,908,188-1586,PERTH AMBOY,NJ,8862,M,Y,15500,1.4,0,1500
Anmol,Rehfuss,478,181-1448,ALBANY,GA,31721,M,Y,42000,6.0,0,3000
Sokratis,Sejnowski,504,117-1054,EROS,LA,71238,M,Y,93000,6.0,0,1000
Reinhard,Shikarpur,928,152-1503,HUMBOLDT,AZ,86329,S,N,500,2.87,2100,0
Mee,Plutat,505,104-1726,WATROUS,NM,87753,M,Y,52000,5.3,0,3300
Lorenza,Giger,615,123-2063,RUTHERFORD,TN,38369,M,N,27500,0.0,0,0
Mannes,Morschel,954,197-1993,TAMPA,FL,33609,M,Y,54500,0.0,0,0
Liane,Seegmuller,509,124-2058,FEDERAL WAY,WA,98003,M,N,36500,0.0,0,0
Eldad,Rady,865,173-1905,POWELL,TN,37849,S,Y,10000,0.0,0,0
Yaoqing,Hamblen,918,152-1120,SMITHVILLE-typoHARTMAN,OK-typoIA,74957,M,Y,500,0.5,0,1000
Guoren,Leinemann,646,126-1252,ALBERTSON,NY,11507,M,Y,99500,4.5300303,0,1000
Ruchir,Siemens,406,171-1911,HAVRE,MT,59501,M,Y,81500,6.9,0,1900
Yoad,Grisedale,580,123-1185,RED OAK,OK,74563,M,Y,69000,6.25,0,1000
Hironao,Mennie,971,109-1989,PORTLAND,OR,97299,M,N,29000,9.0,0,0
Carter,Cosoroaba,208,158-1571,VIOLA,ID,83872,M,Y,38500,7.8,0,3300
Lulu,Keshav,406,132-1777,LAKESIDE,MT,59922,S,Y,66000,6.9,1900,1900
Daoud,Dishlieva,802,191-1313,WELLS,VT,5774,M,N,36000,3.7213624,0,0
Nate,Redys,769,139-1520,WASHINGTON,MS,39190,M,Y,45000,5.0,0,1500
Takashige,Reeds,207,116-1573,LIMESTONE,ME,4751,M,Y,41500,8.5,0,2850
Hideaki,Ramarao,760,186-1475,WEST SACRAMENTO-typoBEACON FALLS,NV,95691,M,Y,78000,9.3,0,272
Xuerong,Kandlur,508,175-2061,SUTTON,MA,1590,S,Y,49500,5.3,3575,1000
Nectarios,Smalley,405,195-1580,JET,OK,73749,S,N,71500,6.25,1000,0
Bouchung,Gellerich,248,118-1523,LACHINE,MI,49753,M,N,4000,3.9,0,0
Shelby,Muntz,913,170-1755,INGALLS,KS,67853,M,Y,65000,6.45,0,2250
Hongzhang,Derochette,270,144-1659,LOUISVILLE-typoLA VETA,KY-typoCT,40287,S,Y,72000,5.833333,20,20
Toshinobu,Grom,309,187-1038,CAMP GROVE,IL,61424,S,Y,52000,3.0,2000,2000
Viktoria,Sreenan,808,162-1054,KURTISTOWN,HI,96760,M,N,98500,8.25,0,0
Persi,Gwinn,732,141-1849,TOTOWA,NJ,7512,S,N,52500,1.9125521,1000,0
Lichao,Roubiere,947,110-1479,KINDE,MI,48445,S,Y,2500,3.9,3100,3100
Bernahrd,Terenzi,660,177-1342,FOREST CITY,MO,64451,S,Y,26500,6.0,2100,1200
Chenhua,Yetto,262,191-1502,GRAND VIEW,WI,54839,M,N,83500,5.8972282,0,0
Galia,Machiraju,405,194-1966,OKLAHOMA CITY,OK,73194,S,N,88000,6.25,1000,0
Grady,Schick,207,184-1638,GREENBUSH,ME,4418,M,Y,53500,8.5,0,2850
Sara,Obradovic,201,111-1594,MANCHESTER TOWNSHIP,NJ,8759,S,N,58500,2.007177,1000,0
Petro,Anick,763,146-1071,CLEVELAND,MN,56017,M,Y,79000,7.85,0,3300
Junzo,Parrow,401,134-2037,PROVIDENCE,RI,2909,S,Y,67500,0.0,0,0
Lea,Port,541,142-1971,BEAVERTON,OR,97075,M,N,66000,9.0,0,0
Sailaja,Kabayashi,605,133-1449,TIMBER LAKE,SD,57656,S,Y,59500,0.0,0,0
Susana,Messick,325,171-1876,PANDORA,TX,78143,S,N,15000,0.0,0,0
Michee,Mallett,918,121-1471,RED ROCK,OK,74651,S,N,69000,6.25,1000,0
Yamine,Bradey,978,158-1944,EAST SANDWICH-typoHARTMAN,IA,2537,M,Y,76000,5.3,0,1000
Yili,Boegh,419,156-1954,LEETONIA,OH,44431,M,N,24000,1.3427026,0,0
Jernej,Ishai,803,172-1126,EUTAWVILLE,SC,29048,S,N,80000,7.0,3300,0
Kalidou,Lagarias,731,194-1556,HUNTINGDON,TN,38344,M,N,2500,0.0,0,0
Shriram,Chaturvedi,229,177-1717,DAHLONEGA,GA,30533,M,N,36000,6.0,0,0
Syam,Trammell,603,105-1530,BEDFORD,NH,3110,M,Y,26000,0.0,0,0
Bengt,Bhattacharjee,505,136-2008,ARTESIA,NM,88210,M,N,11000,3.5857143,0,0
Lubos,Ravindranathan,203,143-1139,NORTH FORT MYERS,MI,6370,S,Y,80500,5.0,12750,0
Gerald,Lumsden,813,173-1027,SAINT CLOUD,FL,34770,M,Y,63500,0.0,0,0
Marlon,Rauch,919,140-1403,DAVIDSON,NC,28035,S,Y,23500,6.2255244,3300,3300
Eneko,McFarlan,910,193-1679,RALEIGH,NC,27602,M,Y,12000,6.0,0,3300
Kamran,Breitinger,603,115-1750,LYME,NH,3768,S,Y,9000,0.0,0,0
Yixiu,Casciola,316,183-1252,TALMAGE,KS,67482,M,Y,95500,6.45,0,2250
Moni,Goodrum,240,190-1935,GAITHERSBURG,MD,20883,M,N,84000,4.75,0,0
Javan,Rahmeh,262,150-1611,NORWALK,WI,54648,M,Y,35000,5.0545335,0,400
Suzanna,Tabah,307,184-1369,DAYTON,WY,82836,S,N,9500,0.0,0,0
Ruben,Gool,435,133-1896,DUCK CREEK VILLAGE,UT,84762,S,N,21500,7.0,2475,0
Altug,Devai,302,139-1166,WILMINGTON,DE,19889,S,Y,53000,5.472727,110,110
Hongxing,Bonacina,916,147-2037,SAN FRANCISCO,CA,94137,S,N,3000,1.0,87,0
Guardian,Pina,848,115-1911,NEW MILFORD,NJ,7646,M,Y,69500,2.1806562,0,1500
Lory,Todesco,339,170-1393,SOMERSET,MA,2725,S,N,90000,5.3,3575,0
Thane,Plesums,443,148-1779,BALDWIN,MD,21013,S,N,88500,4.75,2400,0
Sefeng,Carreras,814,152-1935,HANOVER,PA,17332,M,N,47500,3.07,0,0
Pete,Nerima,773,154-1929,ALMONT,IL-typoGA,62018,M,Y,95500,3.0,0,2000
Prateek,Kindlund,240,114-1290,BOWIE,MD,20719,S,N,35500,4.75,2400,0
Baldeo,Bateman,435,162-1680,SALT LAKE CITY,UT,84129,S,Y,24500,7.0,2475,2475
Jiong,Gentner,801,104-1487,MONTICELLO,UT,84535,S,Y,72500,7.0,2475,2475
Riverson,Baalen,603,171-1601,ASHLAND,NH,3217,S,Y,57000,0.0,0,0
Isabella,Kornyak,208,145-1349,SPRINGFIELD,ID,83277,M,N,28500,7.8,0,0
Javan,Hossley,678,174-2035,HOMER,GA,30547,S,N,51500,6.0,2700,0
Cortes,Orlowski,203,194-2024,ORANGE,CT,6477,M,Y,92000,5.0,0,0
Jocelyne,Manchala,308,113-1006,WINNEBAGO,NE,68071,M,N,56000,6.84,0,0
Anastasios,Pinkas,907,115-1267,WAINWRIGHT,AK,99782,M,Y,66500,0.0,0,0
Gregorio,Creemer,610,119-1450,BLANDON,PA,19510,M,Y,70000,3.07,0,0
Montserrat,Porenta,574,110-1622,HOWE,IN,46746,M,Y,68000,3.4,0,1000
Ashwini,Bellatreche,276,176-2025,FRANKTOWN,VA,23354,S,Y,36500,5.75,900,900
Wang,McKay,404,159-1917,UPATOI,GA,31829,M,Y,92500,6.0,0,3000
Setsuo,Kitano,830,128-1503,NAVASOTA,TX,77868,S,N,16000,0.0,0,0
Yossi,Colnaric,302,120-1608,FRANKFORD,DE,19945,S,Y,47000,5.063636,110,110
Pierfrancesco,Armand,970,144-1032,SAGUACHE,CO,81149,S,Y,40500,4.63,0,0
Nanning,Boese,308,182-1037,MINATARE-typoLA VETA,CT,69356,M,N,41000,6.84,0,0
Dongqing,Olsztyn,302,141-1521,MILLSBORO,DE,19966,M,Y,32500,4.075,0,110
Vance,Henton,913,194-1994,WICHITA,KS,67227,S,Y,14500,3.5,2250,2250
Carey,McNicholl,202,106-1834,WASHINGTON,DC,20395,M,Y,37500,9.0,0,1370
Terence,Cochrane,307,135-1050,KELLY,WY,83011,M,N,53500,0.0,0,0
Armond,Itzfeldt,978,104-1249,BROCKTON,MA,2305,S,N,99500,5.3,3575,0
Shirin,Takayama,815,121-1192,STONE PARK,IL,60165,S,N,31500,3.0,2000,0
Susana,Gloy,234,124-1909,CATAWBA,OH,43010,S,Y,18000,1.1435333,1300,1300
Kiyotoshi,Cavin,864,109-1619,CAMPOBELLO,SC,29322,M,Y,41000,7.0,0,3300
Yan,Pargaonkar,678,161-1472,ATLANTA,GA,30336,S,Y,63500,6.0,2700,3000
Zavid,Lalonde,617,178-1263,HEATH,MA,1346,S,Y,12500,5.3,3575,1000
Jihong,Kalb,775,127-1604,DUCKWATER,NV,89314,S,N,90000,0.0,0,0
Senol,Maxemchuk,678,124-1025,DAHLONEGA-typoHARTMAN,GA-typoMI,30597,S,N,90500,6.0,2700,0
Manfred,Bolbourn,228,129-1833,JACKSON-typoALMONT,MS-typoIA,39203,M,Y,55500,5.0,0,1500
Vishesh,Talwar,410,162-1655,LEONARDTOWN,MD,20650,M,N,25000,4.75,0,0
Lorcan,Zapico,708,133-1492,SUMMERFIELD,IL,62289,S,Y,83000,3.0,2000,2000
Padma,Lvov,207,111-1034,PEAKS ISLAND,ME,4108,S,Y,96500,8.5,2850,2850
Weiwei,Mistelberger,878,100-1530,ALLENTOWN,PA,18175,M,Y,93000,3.07,0,0
Reem,Laxer,308,166-1165,SALEM,NE,68433,M,N,84500,6.84,0,0
Bangqing,Gajiwala,801,150-1142,OGDEN,UT,84244,M,N,30500,7.0,0,0
Maroun,Orleans,702,163-1084,LAS VEGAS,NV,89148,M,Y,65500,0.0,0,0
Penny,Tsunakawa,484,139-1441,JOHNSTOWN,PA,15909,M,Y,15000,3.07,0,0
Maik,Dao,419,158-1272,SPRINGFIELD,OH,45502,M,Y,47500,2.1227822,0,1300
Aicha,Habermehl,724,165-1870,HOWARD,PA,16841,M,N,86500,3.07,0,0
Willard,Pikalev,787,185-1396,CAGUAS,PR,726,S,N,53000,0.0,0,0
Azeddine,Zahle,276,183-2085,SEALSTON,VA,22547,M,Y,97000,5.75,0,900
Manjai,Dniestrowski,802,195-1047,WATERVILLE,VT,5492,S,N,83000,4.6564493,3300,0
Yuzhuo,Bonacina,928,177-1240,GILBERT,AZ,85298,M,N,10500,2.87775,0,0
Perry,Bretthauer,314,181-1282,HARTMAN,MO-typoWV,63116,M,Y,10000,6.0,0,1200
Gongxian,Bodwin,217,183-1354,CHICAGO,IL,60620,S,N,16500,3.0,2000,0
Mac,Samarati,304,192-2056,WOLFE,WV,24751,S,N,95500,6.5,2000,0
Suneeti,Koeller,262,136-1536,GOODMAN,WI,54125,S,Y,69000,5.6452885,700,400
Siddarth,Winkler,320,173-1218,SAINT PAUL,MN,55117,S,N,50500,6.9503202,3300,0
Pratyush,Diday,304,106-1670,SMITHVILLE,WV,26178,S,Y,11500,3.105,2000,2000
Chanathip,Pintz,410,193-2060,RIDGELY,MD,21684,M,N,18500,4.75,0,0
Sundar,Callen,801,188-1217,RUSH VALLEY,UT,84069,S,Y,33000,7.0,2475,2475
WonGye,Ege,302,160-1495,NEWARK-typoMADISON LAKE,GA,19717,M,Y,55500,5.643182,0,110
Bouchaib,Ressouche,435,156-2002,CORINNE,UT,84307,S,N,91500,7.0,2475,0
Ilias,Dym,307,122-1821,HARTMAN,NV,82838,S,N,61500,0.0,0,0
Pak,Orphanoudakis,234,168-1609,CLEVELAND,OH,44127,S,Y,67500,2.7866797,1300,1300
Egidio,DeLano,907,162-1372,TUNUNAK,AK,99681,S,Y,51500,0.0,0,0
Teodor,Karedla,918,198-1678,TULSA,OK,74107,S,Y,64500,6.25,1000,1000
Hakki,Osteen,719,145-1716,AURORA,CO,80012,M,Y,10000,4.63,0,0
Stacie,Feigenbaum,360,136-1640,MONITOR,WA,98836,S,N,59000,0.0,0,0
Shun'ichi,Bodek,315,131-1070,WESTFORD,NY,13488,M,N,71500,4.3678355,0,0
Sylvie,Prabhakar,801,122-1248,WHITEROCKS,UT,84085,M,N,500,2.3,0,0
Javier,Landvogt,912,149-1032,CHESTER,GA,31012,S,N,68000,6.0,2700,0
Hazim,Kleinschmidt,859,161-1531,BEDFORD,KY,40006,M,N,93000,6.0,0,0
CPT,Lubin,203,140-1294,NEW HAVEN,CT,6533,M,N,49000,5.0,0,0
Korbin,Gide,573,101-1328,STRASBURG,MO,64090,M,N,3500,2.90625,0,0
Nicklas,Smailagic,307,126-1912,SARATOGA,WY,82331,S,N,48500,0.0,0,0
Qingyuam,Rahavendra,402,168-1562,ARCADIA,NE,68815,S,Y,10000,3.9097095,103,103
Jarrett,Schusler,551,164-1529,CLINTON,NJ,8809,M,Y,3000,1.4,0,1500
Victoria,Meyer,818,142-1304,BEALE AFB,CA,95903,M,N,46000,9.3,0,0
Arra,Xiaoshan,401,103-1164,NEWPORT,RI,2841,M,N,59500,0.0,0,0
Anujan,Vevea,302,199-1244,WINTERTHUR,DE,19735,S,N,38500,4.484091,110,0
Srikanth,Uckan,941,162-1916,SAINT LEO,FL,33574,S,N,25000,0.0,0,0
Gavriela,Welten,702,172-1505,ELY-typoNORTH FORT MYERS,CT,89301,M,N,26500,0.0,0,0
Angus,Shahrbabaki,206,134-1596,BELLINGHAM,WA,98227,M,N,59000,0.0,0,0
Leopoldo,Aumann,408,170-2098,CASMALIA,CA,93429,S,N,59000,9.3,87,0
Andy,Kantner,702,107-1775,WEST WENDOVER,NV,89883,M,N,48000,0.0,0,0
Marjan,Lafond,570,183-1967,CLARKSBURG,PA,15725,S,N,73000,3.07,0,0
Bhubaneswar,Rehak,516,155-1506,COMSTOCK,NY,12821,M,N,50000,4.243293,0,0
Zhimin,Pelc,765,147-1700,PARKER CITY,IN,47368,S,N,79000,3.4,1000,0
Jongmoo,Luth,336,102-1674,ELK PARK,NC,28622,M,N,100000,7.8304195,0,0
Sulekha,Ramnath,847,182-1583,BRAIDWOOD,IL,60408,M,Y,16000,3.0,0,2000
Subhas,Schiefer,207,163-1219,BAILEY ISLAND,ME,4003,M,N,85000,8.5,0,0
Tadakazu,Providence,208,142-2050,FAIRFIELD,ID,83327,M,N,22500,7.6580653,0,0
Inbal,Glynn,360,150-1941,LA VETA,WA-typoWV,98056,S,Y,69000,0.0,0,0
Didier,Holenderski,707,164-2031,BAKERSFIELD,CA,93312,M,N,12500,2.4591928,0,0
Yuping,Leaver,412,194-1963,ALLENTOWN,PA,18106,M,N,83000,3.07,0,0
Yuewei,Habel,307,192-1247,GUERNSEY,WY,82214,M,N,100000,0.0,0,0
Major,Takami,207,107-1905,MEDDYBEMPS,ME,4657,S,N,66500,8.5,2850,0
Mazen,Double,617,109-1272,SHELBURNE FALLS,MA,1370,M,Y,41500,5.3,0,1000
Skip,Mathieson,605,191-1979,OLDHAM,SD,57051,S,N,54000,0.0,0,0
Nara,Yamaashi,781,146-1555,HARTMAN,CT,1005,M,N,48000,5.3,0,0
Kati,Parfitt,605,148-1936,KIMBALL,SD,57355,M,N,60500,0.0,0,0
Tong,Kindlund,302,113-1825,BRIDGEVILLE,DE,19933,M,N,38000,4.45,0,0
Olav,Kadobayashi,304,119-1790,MOUNT LOOKOUT,WV,26678,M,N,39500,5.0649996,0,0
Mountaz,Gershkovich,608,129-1266,NEW BERLIN,WI,53151,M,Y,32000,5.002408,0,400
Shalom,Kaushal,202,121-1226,WASHINGTON,DC,20524,M,N,500,4.5,0,0
Goker,Bivins,304,154-1229,TROY,WV,26443,S,N,52500,5.9750004,2000,0
Galal,Kaklamani,503,170-1391,SUBLIMITY,OR,97385,M,N,97500,9.0,0,0
Wernher,Guski,603,166-1682,BARTLETT,NH,3812,S,N,62500,0.0,0,0
Shipei,Skinner,406,166-1682,BOZEMAN,MT,59715,M,N,90500,6.9,0,0
Shari,Prodrodmidis,307,157-1232,BIG PINEY,WY,83113,S,Y,12000,0.0,0,0
Fortney,Aybay,256,161-1777,MONTGOMERY,AL,36115,M,N,52000,5.0,0,0
Guther,Winkels,563,140-1022,INWOOD-typoMADISON LAKE,MI,51240,S,N,2500,0.55003923,40,0
Renganathan,Nikovski,914,137-1829,NEW YORK,NY,10005,S,N,64500,4.3272867,0,0
Jeane,Popken,631,123-1404,BUFFALO,NY,14263,S,N,24500,4.095579,0,0
Jeffery,Ehrhard,224,125-1521,ANDOVER,IL,61233,M,N,33500,3.0,0,0
Tinsley,Strooper,479,171-1361,JONESBORO,AR,72401,M,N,72500,7.0,0,0
Shiou,Waern,516,179-1383,MANNSVILLE,NY,13661,S,Y,37500,4.170884,0,1000
Hyunmin,Ashtaputre,541,176-1096,CURTIN,OR,97428,S,Y,69000,9.0,159,159
Grammati,Bini,303,100-1319,BOULDER,CO,80323,M,N,30000,4.63,0,0
Setsuko,Juuso,808,102-1039,AIEA,HI,96701,M,Y,4500,1.8506579,0,1040
Elmar,Arent,808,199-1128,HILO,HI,96720,M,Y,60000,8.25,0,1040
Marion,Aagedal,808,127-1689,HOOLEHUA,HI,96729,M,N,65000,8.25,0,0
Sumant,Sutherland,314,167-1775,LIBERAL,MO,64762,S,N,71500,6.0,2100,0
Margie,Mahalingam,302,121-1456,LEWES,DE,19958,S,N,23500,3.4613638,110,0
Yael,Sureson,813,141-1862,BOYNTON BEACH,FL,33435,M,Y,23500,0.0,0,0
Channah,Iisaka,563,165-1974,MISSOURI VALLEY,IA,51555,M,Y,86500,8.98,0,40
Basuki,Shimamura,208,191-1640,STITES,ID,83552,M,N,47500,7.8,0,0
Shaoyu,Kamkar,603,132-1071,RANDOLPH,NH,3593,S,N,97500,0.0,0,0
Paklin,Bhal,818,113-1348,SANTA CLARA,CA,95052,S,N,63500,9.3,87,0
Annemarie,Simhi,605,180-1413,GLENCROSS,SD,57630,M,N,80500,0.0,0,0
Tulin,Zhil'tzova,218,174-1244,CLOQUET,MN,55720,M,N,11500,5.35,0,0
ChuXin,Blue,256,100-1135,EVERGREEN,AL,36401,M,Y,27000,5.0,0,300
Sauro,Munster,308,173-1302,KIMBALL,NE,69145,M,N,95500,6.84,0,0
Bhagirath,Kohling,401,149-1498,MANVILLE,RI,2838,S,N,69000,0.0,0,0
Teemu,Chengzheng,480,167-1822,ALPINE,AZ,85920,S,Y,93500,4.16425,2100,2300
Adelheit,Bass,402,169-1179,OSHKOSH,NE,69190,M,N,34000,6.84,0,0
Shuetsu,Schwetman,605,166-1469,NORTH FORT MYERS,SD-typoMI,57785,M,Y,65000,0.0,0,0
Panagiotis,Janocha,914,119-1636,ALBANY,NY,12223,M,Y,79500,4.414177,0,1000
Waiman,Mallach,757,155-1393,MC LEAN,VA,22107,M,Y,52000,5.75,0,900
Azzam,Yanker,612,100-1224,MINNEAPOLIS,MN,55448,M,N,40500,6.4167023,0,0
Ram,Lodderstedt,860,140-1398,TERRYVILLE,CT,6786,S,N,43000,5.0,12750,0
Vinoo,Melcarne,989,104-1277,SYLVAN BEACH,MI,49463,S,Y,47000,3.9,3100,3100
Mathis,Mykkeltveit,781,184-1310,WEST MILLBURY,MA,1586,M,Y,89500,5.3,0,1000
Joaquim,Kohri,304,149-1204,ECCLES,WV,25836,S,Y,96000,6.5,2000,2000
Fazel,Paciorek,909,163-1326,COALINGA,CA,93210,S,Y,24500,5.2921185,87,272
Kathryn,Skafidas,939,194-1505,SAN JUAN,PR,914,S,Y,32500,0.0,0,0
Yoshide,Dye,303,130-1642,ARVADA,CO,80006,M,Y,80000,4.63,0,0
Sven,Lagarias,865,112-1652,FRIENDSVILLE,TN,37737,M,N,23500,0.0,0,0
Sestian,Osmon,706,176-2099,BUTLER,GA,31006,S,Y,3000,2.8000002,2700,3000
Shipei,Myllymaki,276,129-1823,NORTH FORT MYERS,CT,23966,M,Y,11500,4.276786,0,900
Valentinas,McEneaney,443,161-1244,GEORGETOWN,MD,21930,S,N,88000,4.75,2400,0
Goa,Gips,205,187-2086,MONTGOMERY,AL,36106,S,Y,89500,5.0,1500,300
Athar,Inza,928,176-1757,PICACHO-typoHARTMAN,AZ-typoWV,85241,M,N,14000,2.932,0,0
Jordi,Khare,434,147-1389,BACOVA,VA,24412,M,Y,62500,5.75,0,900
Reima,Kharin,615,171-1594,HIXSON,TN,37343,M,N,21000,0.0,0,0
Mengchu,Schnabel,320,152-1308,IRON,MN,55751,M,Y,3000,5.35,0,3300
Ian,Prangrle,401,188-1384,LA VETA,GA,2864,S,N,8000,0.0,0,0
Kyungshik,Schmies,870,118-1534,STAMPS,AR,71860,S,Y,47500,7.0,20,20
Takatoshi,Durin,603,191-2078,GILSUM,NH,3448,M,N,93000,0.0,0,0
Arvind,Osmani,662,133-1445,BAY SAINT LOUIS,MS,39521,S,N,28500,5.0,6000,0
Quan,Casson,504,106-1418,GLYNN-typoALMONT,WV,70736,S,Y,86500,6.0,4500,1000
Peng,Grob,302,167-2042,SMYRNA,DE,19977,M,Y,96000,5.95,0,110
Zahir,Ridoux,808,123-1590,PEARL CITY,HI,96782,S,Y,26000,5.7263155,1040,1040
Baocai,Bitton,765,138-1400,GREENSBURG,IN,47240,M,N,46000,3.4,0,0
Baosheng,Laubscher,308,123-2046,GILEAD,NE,68362,S,N,2500,2.5777593,103,0
Petr,Diciunas,480,176-1798,MADISON LAKE,MI,85606,M,N,34500,3.24975,0,0
Roman,Corless,239,112-1355,LA VETA,FL-typoCT,33579,M,N,87500,0.0,0,0
Ender,Baratchart,351,115-1677,CHELMSFORD,MA,1824,S,Y,66500,5.3,3575,1000
Lorette,Osmon,952,108-1365,KANARANZI,MN,56146,M,N,88500,7.85,0,0
Elizabeth,Baatz,304,192-1691,CAPON SPRINGS,WV,26823,M,Y,24000,3.98,0,2000
Milon,McCay,989,163-1926,PLEASANT RIDGE,MI,48069,S,N,77500,3.9,3100,0
Kexiang,Prins,210,148-1695,EL PASO,TX,88589,M,N,42000,0.0,0,0
Borislav,Corliss,207,146-1526,LISBON,ME,4250,M,N,94500,8.5,0,0
Sungchae,Girgensohn,301,134-1729,MIDLOTHIAN,MD,21543,S,Y,4500,4.75,2400,2400
Mert,Matsubara,978,102-1930,NORTH HATFIELD,MA,1066,S,Y,63500,5.3,3575,1000
Keiko,Althammer,320,128-1391,NEW AUBURN,MN,55366,S,Y,99000,7.85,3300,3300
Lincoln,Hongyuan,864,134-1637,LANDO,SC,29724,M,N,76000,7.0,0,0
Yaorong,Ianov,401,152-1926,PORTSMOUTH,RI,2871,M,N,98500,0.0,0,0
Ravindran,Nourine,304,190-1513,PROSPERITY,WV,25909,M,Y,10000,3.0,0,2000
Hwayong,Leibs,432,129-1205,CASTELL,TX,76831,M,N,84000,0.0,0,0
Lynda,Musliner,848,152-1634,MOORESTOWN,NJ,8057,M,N,15000,1.4,0,0
Oldrich,Rees,501,186-1625,GREENLAND,AR,72737,S,Y,11000,2.8168998,20,20
Torbjorn,Oeltjen,571,177-1352,COLES POINT,VA,22442,S,Y,39500,5.75,900,900
Fernand,Skillicorn,702,195-1027,HENDERSON,NV,89011,S,N,10000,0.0,0,0
Edisanter,Gille,541,167-1267,WOLF CREEK,OR,97497,M,N,38500,9.0,0,0
Yoshikatsu,Loevenich,850,108-1713,COCOA,FL,32926,M,Y,58000,0.0,0,0
Munehiro,Videira,304,130-1261,BLUEFIELD,WV,24701,M,N,73000,6.5,0,0
Xuhua,Stanfill,567,184-2099,EAST LIVERPOOL,OH,43920,M,N,76000,3.0688362,0,0
Haina,Theimer,213,195-1090,CARMICHAEL,CA,95609,M,Y,14500,2.9313471,0,272
Flaminia,Matheson,203,132-1785,HARTMAN,MI,6375,M,Y,58000,5.0,0,0
Shaoying,Kaib,770,173-1682,AUGUSTA,GA,30913,M,Y,84500,6.0,0,3000
Soohong,Ang,802,109-1765,DANBY,VT,5739,M,Y,24500,3.6,0,3300
Maneesh,Shephard,603,115-1345,FRANCONIA,NH,3580,M,N,34000,0.0,0,0
Lijie,Beerel,401,116-1867,FOSTER,RI,2825,M,N,70000,0.0,0,0
Deanna,Lehot,212,182-1454,WESTERLO,NY,12193,M,Y,31500,4.136128,0,1000
Wynn,Abeln,904,151-1138,CALLAHAN,FL,32011,S,N,1000,0.0,0,0
Hani,Koldinger,479,195-2074,HUTTIG,AR,71747,S,N,63500,7.0,20,0
Jill,Bayoumi,970,174-1754,DUPONT,CO,80024,M,N,23000,4.63,0,0
Husam,Milanese,318,132-1866,NORTH FORT MYERS,NV,71417,M,Y,6500,2.0,0,1000
Guogen,Verlind,878,197-2067,HUMMELS WHARF,PA,17831,S,N,23500,3.07,0,0
Rushikesh,Broom,878,144-1704,COMMODORE,PA,15729,S,Y,52500,3.07,0,0
Milton,Szablak,917,138-2087,LIVERPOOL,NY,13088,M,N,19000,4.0637197,0,0
Marijke,Paritong,620,191-1294,BARNES,KS,66933,S,Y,36500,6.45,2250,2250
Etsuji,Tano,918,192-1892,DURHAM,OK,73642,M,Y,60500,6.25,0,1000
Kim,Kabir,207,172-1785,DRESDEN,ME,4342,S,N,86000,8.5,2850,0
Takaichi,Konicek,907,185-1369,ANCHORAGE,AK,99501,S,Y,29500,0.0,0,0
Kou,Zoller,203,196-1499,TAFTVILLE,CT,6380,M,Y,20500,5.0,0,0
Sherine,Leonetti,939,155-1901,ENSENADA,PR,647,S,N,58000,0.0,0,0
Herman,Bandes,971,100-1811,PORTLAND,OR,97291,S,N,88500,9.0,159,0
Yosef,Bruni,561,198-1793,FORT MYERS,FL,33913,S,Y,66000,0.0,0,0
Corneliu,Gottlieb,765,177-1259,FORT WAYNE,IN,46854,S,N,29500,3.4,1000,0
Edin,Hirzinger,815,152-1522,HANOVER PARK,IL,60133,M,N,53000,3.0,0,0
Kabekode,Stirpe,863,164-2074,OLDSMAR,FL,34677,M,Y,35000,0.0,0,0
Karthik,Guth,480,105-1201,CASA GRANDE,AZ,85222,S,Y,29500,3.1722498,2100,2300
Loren,Bustard,336,151-1893,COLFAX,NC,27235,S,N,72500,7.253496,3300,0
Conrad,Lincoln,308,117-1153,SAINT HELENA,NE,68774,S,N,500,2.56,103,0
Francine,Opatrny,228,185-1929,TIPPO,MS,38962,M,N,45000,5.0,0,0
Shoji,Quaggetto,641,158-2049,AGENCY,IA,52530,M,N,44500,7.033912,0,0
Jarke,Arruda,843,166-1279,CAYCE,SC,29033,S,N,58000,7.0,3300,0
Ole,Swiler,316,172-1410,LENEXA,KS,66220,M,N,2500,3.5,0,0
Kitsana,Casas,970,131-1609,GRAND JUNCTION,CO,81504,M,N,22000,4.63,0,0
Marcian,Ehrhart,317,168-2093,HARTMAN,IN-typoWV,46285,S,N,47000,3.4,1000,0
Tetsuzo,Euchner,662,118-2077,JONESTOWN,MS,38639,S,Y,49500,5.0,6000,1500
Bodhisattwa,Bern,727,177-1566,BOCA RATON,FL,33427,M,Y,94500,0.0,0,0
Kiyomitsu,Ozery,901,199-2067,BRISTOL,TN,37621,M,N,55500,0.0,0,0
Klaudia,Esch,754,170-1428,ORLANDO,FL,32890,M,Y,39000,0.0,0,0
Enoch,Klaeren,985,174-1269,BATON ROUGE,LA,70891,M,N,4500,2.0,0,0
Marijke,Desprez,252,191-1160,PLUMTREE,NC,28664,M,Y,91000,7.641608,0,3300
Irina,Klyachko,254,114-1888,DENTON,TX,76202,M,N,24000,0.0,0,0
Itsuko,Ullrich,401,103-1228,SLOCUM,RI,2877,S,Y,18500,0.0,0,0
Britton,Dieng,636,118-1866,GRUBVILLE,MO,63041,S,Y,85500,6.0,2100,1200
