FName,LName,AreaCode,Phone,City,State,Zip,MaritalStatus,HasChild,Salary,Rate DOUBLE,SingleExemp,ChildExemp
Rayk,Saoudi,848,182-1978,CRANBURY,NJ,8512,M,N,9000,1.4,0,0
Vasudha,Tabet,240,104-1011,ALMONT,IA,21841,S,Y,19000,4.75,2400,2400
Saadia,Balder,908,178-1015,OCEAN CITY,NJ,8226,M,N,36500,1.6602187,0,0
Rupal,Bassiouni,402,133-1361,WALTON,NE,68461,S,Y,29500,6.84,103,103
Ute,Pascual,732,164-1228,PLAINSBORO,NJ,8536,M,Y,54500,1.9440937,0,1500
Viera,Graber,224,157-1978,BELKNAP,IL,62908,S,N,45000,3.0,2000,0
Demetri,Striel,207,194-1595,HULLS COVE,ME,4644,S,Y,15000,6.9580293,2850,2850
Anwar,Denecker,787,181-1225,CAROLINA,PR,988,M,N,30500,0.0,0,0
Tianxu,Tahi,478,172-1021,COLUMBUS,GA,31914,S,N,76000,6.0,2700,0
Yohtaro,Rasse,302,147-1922,DOVER,DE,19901,M,N,81000,5.95,0,0
Share,Dayang,717,153-2018,CREIGHTON,PA,15030,S,N,43500,3.07,0,0
Duke,Osoba,860,168-1299,WATERBURY,CT,6705,M,N,58500,5.0,0,0
Halit,Barjaktarovic,931,197-1058,LA VERGNE,TN,37089,S,Y,3500,0.0,0,0
Mathematics,Bashkow,605,170-1996,SIOUX FALLS,SD,57186,M,N,27500,0.0,0,0
Weixin,Anderaa,913,193-1130,JUNCTION CITY,KS,66441,S,N,28500,6.1549997,2250,0
Shekhar,Cooperstock,864,141-1489,HOLLY HILL,SC,29059,M,Y,23000,7.0,0,3300
Ella,Ozeki,702,195-1083,LAS VEGAS,NV,89127,M,Y,56000,0.0,0,0
Edyta,Kogure,210,127-1955,OLDEN-typoLA VETA,WV,76466,S,N,88000,0.0,0,0
Zuwang,Guerrieri,901,145-2055,MEMPHIS,TN,38131,M,Y,24500,0.0,0,0
Conal,Culpepper,603,162-1832,NASHUA,NH,3062,M,N,27500,0.0,0,0
Jakob,Redey,302,117-1585,WILMINGTON,DE,19806,M,N,78000,5.95,0,0
Pau,Olkin,229,128-1129,SAVANNAH,GA,31405,S,Y,62000,6.0,2700,3000
Carolynn,Mostrel,573,110-1013,CROSS TIMBERS-typoALMONT,GA,65634,M,N,17500,6.0,0,0
Shahrokh,Vanegas,229,117-1780,MORGANTON,GA,30560,S,N,22500,6.0,2700,0
Michaelis,Bruza,502,183-1999,SADIEVILLE,KY,40370,M,N,29500,3.4722223,0,0
Kjell,Binding,860,165-1700,WINDSOR,CT,6006,S,N,99000,5.0,12750,0
Liya,Zinoviev,803,199-1048,LYMAN,SC,29365,S,N,79000,7.0,3300,0
Hollie,Khalid,401,111-1122,GREENVILLE,RI,2828,M,N,41500,0.0,0,0
Bertjan,Arimoto,971,105-1896,THURSTON,OR,97482,M,Y,99000,9.0,0,159
Hyun,Burneau,501,125-1282,IDA,AR,72546,M,Y,59500,7.0,0,20
Nian,Gawlick,319,180-2043,WEBB,IA,51366,M,N,32500,5.181377,0,0
Kostoula,Lotti,651,169-2003,YOUNG AMERICA,MN,55553,S,Y,72000,7.85,3300,3300
Miranda,Tiemann,770,129-1736,DULUTH,GA,30095,M,N,65000,6.0,0,0
Radharamanan,Madanlal,260,156-2000,FORT WAYNE,IN,46868,S,N,88000,3.4,1000,0
Yingxu,Boudjlida,251,173-1419,LOCKHART,AL,36455,M,N,87500,5.0,0,0
Rana,Lehot,860,197-1515,NEW HAVEN,CT,6540,S,Y,52000,5.0,12750,0
Hguyen,Gubsky,859,103-1984,MISTLETOE,KY,41351,S,N,82000,6.0,20,0
Gopalan,Pomykalski,724,144-2025,BEDFORD,PA,15522,M,N,36500,3.07,0,0
Golamreza,Jezek,573,187-2013,MIDDLE BROOK,MO,63656,M,Y,48500,6.0,0,1200
Shyhtsun,Goes,207,184-2059,WEST PARIS,ME,4289,M,Y,12500,5.771898,0,2850
Naraig,Deogun,571,103-1167,ALMONT,IA,23488,M,N,32000,5.75,0,0
Seiichiro,Sakallah,314,131-1915,BRASHEAR,MO,63533,M,N,36000,6.0,0,0
Teemu,Krauser,702,135-2021,HARTMAN,NV-typoMI,89317,S,N,60000,0.0,0,0
Arkadi,Sione,302,127-1829,WILMINGTON,DE,19809,S,N,73500,5.95,110,0
Manju,Zafar,405,113-1871,SLICK,OK,74071,S,N,16000,6.25,1000,0
Satish,Graw,509,179-1590,SPOKANE,WA,99218,M,Y,88000,0.0,0,0
Jaakko,Amrhein,320,133-1903,YOUNG AMERICA,MN,55394,M,N,1500,5.35,0,0
Naohide,Justo,308,168-1910,RED CLOUD,NE,68970,S,Y,53500,6.84,103,103
Azriel,Smallbone,601,126-1504,SARAH-typoMADISON LAKE,MS-typoMI,38665,S,Y,23500,5.0,6000,1500
Stergios,Weinert,770,163-1509,ROCK SPRING,GA,30739,M,Y,98500,6.0,0,3000
Asanobu,Hovekamp,770,182-1843,ATHENS,GA,30609,S,N,38000,6.0,2700,0
Harjinder,Noack,830,178-1208,EL PASO,TX,88544,S,Y,5000,0.0,0,0
Miyoki,Wassenhove,415,180-1465,FRESNO,CA,93744,M,N,50500,9.3,0,0
Shizuo,Berend,207,135-2057,MOUNT VERNON,ME,4352,S,Y,8000,3.6368613,2850,2850
Yiqing,Pragasky,603,179-1870,OSSIPEE,NH,3864,S,N,52500,0.0,0,0
Lennart,Pezzoli,812,146-1137,INDIANAPOLIS,IN,46262,M,Y,85000,3.4,0,1000
Ramanathan,Rosenbaum,520,138-1185,BAPCHULE,AZ,85121,M,Y,30000,3.1799998,0,2300
Takeaki,Wiegley,323,187-1907,FRESNO,CA,93727,M,Y,38000,8.47916,0,272
Premsyl,Paragot,307,198-1610,FRONTIER,WY,83121,M,Y,40000,0.0,0,0
Maroua,Feuerman,434,170-2002,FORT DEFIANCE,VA,24437,M,Y,65500,5.75,0,900
Manohar,Wahls,307,190-1613,CASPER,WY,82609,M,Y,18000,0.0,0,0
Clizio,Orengo,304,172-1269,DUNBAR,WV,25064,M,Y,42500,5.2749996,0,2000
Christino,Hoest,425,161-1608,TACOMA,WA,98450,S,N,15000,0.0,0,0
Arco,Negoita,979,192-1229,LA JOYA-typoLA VETA,TX-typoWV,78560,S,Y,5000,0.0,0,0
Parick,Beydoun,774,127-1539,BURLINGTON,MA,1803,M,Y,6000,5.3,0,1000
Reriel,Bidulock,623,180-1000,LAKE HAVASU CITY,AZ,86406,M,Y,22000,3.056,0,2300
Upendra,Quarrie,580,164-1479,MADISON LAKE,OK-typoGA,74562,M,Y,91500,6.25,0,1000
Ramadan,Perkins,215,112-2098,PLEASANT MOUNT,PA,18453,M,Y,41000,3.07,0,0
Odette,Messick,217,134-1442,SPRINGFIELD,IL,62722,M,Y,92500,3.0,0,2000
Rama,Harbane,603,162-1642,CANAAN,NH,3741,M,Y,18500,0.0,0,0
Said,Geyer,316,196-1841,KINSLEY,KS,67547,S,N,10500,3.5,2250,0
Vivekananda,Altenkirch,208,185-1513,WHITE BIRD,ID,83554,S,N,85500,7.8,3300,0
Hsu,Ndiaye,816,185-1302,DUNNEGAN,MO,65640,S,Y,90500,6.0,2100,1200
Mosur,Tabor,608,194-1135,CAMP DOUGLAS,WI,54618,M,N,52000,5.349911,0,0
Rosana,Ajjanagadde,918,121-1186,OKLAHOMA CITY,OK,73109,M,Y,55500,6.25,0,1000
Nick,Towheed,219,160-1604,EVANSVILLE,IN,47712,M,N,99000,3.4,0,0
Vilas,Tanner,763,130-1551,WINNEBAGO,MN,56098,S,Y,79000,7.85,3300,3300
Ilja,Gerth,541,192-1832,HEREFORD-typoNORTH FORT MYERS,OR-typoWV,97837,M,Y,65000,9.0,0,159
Erven,Boddy,228,155-2077,WALLS,MS,38686,S,N,93000,5.0,6000,0
Dusan,Kaas,907,193-1659,HUSLIA,AK,99746,S,Y,17500,0.0,0,0
Haiming,Arazi,406,149-1215,BROWNING,MT,59417,M,N,76000,6.9,0,0
Peeter,Schiex,785,176-1133,NORWICH,KS,67118,M,N,18000,4.09,0,0
Shigekazu,Tahar,205,189-1208,TRUSSVILLE,AL,35173,M,Y,64000,5.0,0,300
Ying,Chandramouli,605,137-1189,NUNDA,SD,57050,M,Y,58500,0.0,0,0
Terresa,Marzano,308,191-1223,PALMYRA,NE,68418,M,N,15500,4.886473,0,0
Zuliang,Vasconcelos,765,136-1523,MONROE CITY,IN,47557,M,Y,41000,3.4,0,1000
Joze,Zwarico,603,199-1785,GILMANTON IRON WORKS,NH,3837,S,N,61000,0.0,0,0
Olle,Ledeniov,401,154-1953,ROCKVILLE,RI,2873,M,Y,3500,0.0,0,0
Kais,Touretzky,307,183-1380,HARTVILLE,WY,82215,S,N,78500,0.0,0,0
Piere,Grana,616,180-1049,POINTE AUX PINS-typoMADISON LAKE,CT,49775,M,N,20500,3.9,0,0
Shiva,Schill,401,155-2020,WAKEFIELD,RI,2879,M,N,67000,0.0,0,0
Keung,Suraj,985,152-1005,PERRY,LA,70575,M,Y,30500,6.0,0,1000
Yunshan,Rajanarayanan,401,129-1486,NEWPORT,RI,2840,S,N,52500,0.0,0,0
Mun,Prill,878,177-1274,BURNHAM,PA,17009,M,N,11000,3.07,0,0
Nello,Milewski,773,180-1047,HARTMAN,IL-typoWV,62023,S,Y,83500,3.0,2000,2000
Vincenzo,Sidhu,551,104-1917,NEWARK,NJ,7193,M,Y,4000,1.4,0,1500
Nandlal,Botten,702,133-1052,COYOTE SPRINGS,NV,89037,M,N,25500,0.0,0,0
Meilir,Buchinger,913,158-1684,PIEDMONT,KS,67122,S,N,23000,5.0733333,2250,0
Jongmoo,Hemaspaandra,717,150-1594,WESTMORELAND CITY,PA,15692,M,N,82000,3.07,0,0
Shreeram,Rinschede,307,112-1806,LA BARGE,WY,83123,S,N,18000,0.0,0,0
Samer,Vanherpe,208,176-1076,HARTMAN,GA,83215,M,Y,25000,7.8,0,3300
Qian,Hooper,414,197-1256,MADISON,WI,53702,S,N,93000,6.062292,700,0
Rob,Sueyoshi,314,110-1070,SPRINGFIELD,MO,65890,M,Y,63500,6.0,0,1200
Zhengping,Boeri,808,145-1527,CAMP H M SMITH,HI,96861,M,N,4500,1.8506579,0,0
Nobert,Beierle,505,174-1625,ALBUQUERQUE,NM,87199,M,N,49500,5.3,0,0
Zhi,Samlowski,508,198-1085,NORWELL-typoMADISON LAKE,MA-typoWV,2061,S,N,37500,5.3,3575,0
Gehad,Prahl,262,136-1907,OGEMA,WI,54459,S,Y,63000,5.5410376,700,400
Neophytos,Malolepszy,769,146-1251,VOSSBURG,MS,39366,M,Y,2000,3.0,0,1500
Ekow,Cappello,662,137-1377,SHERMAN,MS,38869,M,N,22500,5.0,0,0
Asanobu,Schewe,405,170-1353,OKLAHOMA CITY,OK,73121,S,N,70000,6.25,1000,0
Haesun,Pecuchet,505,183-1174,CHURCH ROCK,NM,87311,S,Y,31500,5.3,3300,3300
Mikiko,Noth,480,194-1257,FORT MOHAVE,AZ,86426,M,Y,18500,3.00175,0,2300
Kjell,Syme,262,162-1295,ALMONT,WI-typoIA,53154,S,N,99500,6.17523,700,0
Sanjit,Villani,316,100-1631,BELVUE,KS,66407,M,Y,75500,6.45,0,2250
Saburo,Skurczynski,321,160-1359,BELL,FL,32619,S,Y,21500,0.0,0,0
Jawahar,Pier,708,169-1601,OLYMPIA FIELDS,IL,60461,S,Y,29000,3.0,2000,2000
Adamantios,Stamp,304,184-1862,GLASGOW,WV,25086,M,Y,92000,6.5,0,2000
Bangqing,Bichler,207,169-1198,AUGUSTA,ME,4336,S,Y,71000,8.5,2850,2850
Karsten,Bashandy,808,157-1256,HONOLULU,HI,96817,M,Y,73000,8.25,0,1040
Minjae,Carmo,801,151-1073,PROVO,UT,84604,S,N,17000,7.0,2475,0
Xuguang,Aberer,314,153-1431,HUNTSVILLE,MO,65259,S,N,55000,6.0,2100,0
Nacer,Sanderson,210,199-1151,HOUSTON,TX,77272,S,N,65000,0.0,0,0
Wim,Utke,907,183-1940,KIVALINA,AK,99750,S,Y,74500,0.0,0,0
Maurelio,Kriegman,541,138-2068,PORTLAND,OR,97213,M,N,96000,9.0,0,0
Hakim,Blue,505,141-1937,EL RITO,NM,87530,M,Y,29500,5.3,0,3300
Waiman,Tetzlaff,401,175-1863,LITTLE COMPTON,RI,2837,S,Y,82500,0.0,0,0
Jaron,Sanderson,260,112-1977,NAPPANEE,IN,46550,S,Y,84500,3.4,1000,1000
Choonsik,Zuzuki,808,178-1480,HONOLULU,HI,96836,S,Y,66000,8.25,1040,1040
Judith,Seung,864,187-1231,COLUMBIA,SC,29209,S,N,38000,7.0,3300,0
Munenori,Leifert,802,104-1078,DERBY,VT,5829,M,N,73500,4.467442,0,0
Hinrich,Jostes,337,113-1470,GILBERT,LA,71336,S,N,89000,6.0,4500,0
Guoqing,Kavanagh,302,155-1872,NEW CASTLE,DE,19721,M,Y,71500,5.95,0,110
Hongchi,Elwasif,208,179-1299,DIETRICH,ID,83324,S,Y,21500,7.374195,3300,3300
Parker,Baucke,939,188-1501,CAGUAS,PR,726,M,N,1000,0.0,0,0
Pijush,Callen,361,149-1991,AUSTIN,TX,78769,M,N,14000,0.0,0,0
Moonwook,Wong,515,148-1591,BRYANT,IA,52727,M,Y,24500,3.9463534,0,40
eva,Gugerty,630,165-2034,BENLD,IL,62009,S,N,89500,3.0,2000,0
Faouzi,Miles,601,187-1032,MOSS,MS,39460,M,N,68500,5.0,0,0
Chaomei,Balazs,920,112-1987,WILLIAMS BAY,WI,53191,M,N,76000,5.7669144,0,0
Joy,Clack,971,140-1273,ONTARIO,OR,97914,M,Y,92000,9.0,0,159
Dudley,Skronn,757,153-1836,LYNCH STATION,VA,24571,M,Y,61000,5.75,0,900
Simeon,XueDong,573,124-1772,HELENA,MO,64459,M,Y,59500,6.0,0,1200
Yuan,Bergsten,216,155-1893,LA VETA,WV,45320,S,N,69500,2.8530693,1300,0
Alexei,Stata,651,163-1325,MINNEAPOLIS,MN,55441,S,Y,25000,5.5895944,3300,3300
Neelam,Kitaev,803,140-2094,HODGES,SC,29653,S,N,55500,7.0,3300,0
Piernicola,Kirkerud,262,157-1102,OAKDALE,WI,54649,S,N,65000,5.575788,700,0
Huzefa,Noice,318,198-1848,PRIDE,LA,70770,M,N,92000,6.0,0,0
Tomohiro,Cakir,304,188-1671,LEON,WV,25123,M,N,39000,5.0299997,0,0
Wenwey,Murdock,770,158-1299,ATLANTA,GA,30320,M,Y,65500,6.0,0,3000
Piergiorgio,Ananiadou,317,126-1695,KEMPTON,IN,46049,S,N,82000,3.4,1000,0
Biswanath,Ventsov,425,199-1009,NAHCOTTA,WA,98637,M,N,16000,0.0,0,0
Masadi,Belt,828,117-1949,CALABASH,NC,28467,S,N,12000,6.0,3300,0
Zhongde,Rezende,203,193-1827,BRIDGEPORT,CT,6650,S,N,47000,5.0,12750,0
Zissis,Bordogna,702,188-1303,NORTH LAS VEGAS,NV,89030,S,Y,87000,0.0,0,0
Viliam,Waldherr,202,143-1827,WASHINGTON,DC,20375,M,N,89500,9.0,0,0
Yongun,Apperley,207,179-1750,NAPLES,ME,4055,S,N,11000,5.060219,2850,0
Bryony,Molberg,337,108-1136,BATON ROUGE,LA,70809,M,N,8500,2.0,0,0
Jairus,Balboni,678,195-1391,DOUGLAS-typoALMONT,GA-typoIA,31535,S,N,72500,6.0,2700,0
Fabien,Mikov,605,135-1455,IPSWICH,SD,57451,S,N,66500,0.0,0,0
Yiya,Genin,607,192-1323,BELLVALE,NY,10912,M,Y,79500,4.414177,0,1000
Yuejun,Heyman,605,192-1961,CANOVA,SD,57321,M,N,70000,0.0,0,0
Vijay,Tautenhahn,312,106-1817,RIDGWAY,IL,62979,S,Y,16500,3.0,2000,2000
Pantung,Gibbens,808,135-1993,KUNIA,HI,96759,M,N,5000,1.9407895,0,0
Bennett,Mueller,716,195-1265,GILBERTSVILLE,NY,13776,S,N,28000,4.115854,0,0
Hsu,Qaraeen,808,195-1120,HONOLULU,HI,96824,S,N,94500,8.25,1040,0
Georgia,Armstead,775,140-1887,GABBS,NV,89409,S,N,64500,0.0,0,0
Nalvo,Debregeas,505,132-1376,NARA VISA,NM,88430,S,N,24000,5.3,3300,0
Olivera,Anlauff,913,149-2080,REDFIELD,KS,66769,M,Y,46000,6.45,0,2250
Kangwoo,Rieh,651,134-1075,MINNEAPOLIS,MN,55435,S,N,2500,5.35,3300,0
Kap,Leitman,808,143-1780,PAPAIKOU,HI,96781,M,N,38000,7.889474,0,0
Ryuichi,Ebanks,605,176-1090,SIOUX FALLS,SD,57108,S,Y,35000,0.0,0,0
Fuminori,Hogen,304,135-1397,LEWISBURG,WV,24901,M,N,80500,6.5,0,0
Svatopluk,Feldhoffer,907,117-1194,ALMONT,AK-typoWV,99564,S,N,25000,0.0,0,0
Jingke,Aboulnasr,516,130-1617,HARTMAN,MI,12823,S,N,20500,4.0724087,0,0
Dhaval,Neuburg,770,138-2067,WAVERLY HALL,GA,31831,S,Y,71000,6.0,2700,3000
YunLong,Delchamps,765,133-1843,JASPER-typoMADISON LAKE,IA,47549,S,Y,23000,3.4,1000,1000
Britta,Kasprzak,401,110-1454,PROVIDENCE,RI,2902,M,N,5000,0.0,0,0
Huzur,Lagnier,202,114-1709,WASHINGTON,DC,20546,M,N,28500,8.6625,0,0
Nadene,Saoudi,302,152-1726,TOWNSEND,DE,19734,S,Y,17500,3.0522728,110,110
Philippas,Baudin,602,130-1702,GLENDALE,AZ,85306,S,Y,58500,3.6217499,2100,2300
Yoshizumi,Siochi,208,189-1591,LEMHI,ID,83465,M,N,98500,7.8,0,0
Carmelo,Rudmann,304,141-1875,LA VETA,GA,24924,S,N,42500,5.2749996,2000,0
Jyoti,Kirkgoze,805,116-1813,SAN LUIS OBISPO,CA,93407,S,N,86500,9.3,87,0
Piyu,Quinet,626,102-1294,SACRAMENTO,CA,95894,M,N,17500,3.6395786,0,0
Raffaele,Schang,605,113-2063,STICKNEY,SD,57375,M,Y,63000,0.0,0,0
Annig,Majerski,828,191-1479,EDEN,NC,27288,S,Y,18500,6.1206293,3300,3300
Poornachandra,Karunanithi,570,137-1021,SUMNEYTOWN,PA,18084,M,Y,57500,3.07,0,0
Herward,Bitton,972,103-1629,DALLAS,TX,75226,M,N,90000,0.0,0,0
Ounissa,Boguraev,580,106-2098,STRINGTOWN,OK,74569,M,N,11500,6.25,0,0
Ewgeni,Morihara,980,131-2088,KINGS MOUNTAIN,NC,28086,S,N,16500,6.0786715,3300,0
Ayla,Sakauchi,386,173-1478,DEBARY,FL,32753,M,N,32500,0.0,0,0
Sanguthevar,Hodas,270,174-1647,GARNER,KY,41817,M,Y,75500,6.0,0,20
Anselm,Lapid,251,177-1313,ROCKFORD,AL,35136,M,N,33000,5.0,0,0
Katerina,Gaudioso,276,131-2065,SPERRYVILLE,VA,22740,S,Y,14500,5.0803576,900,900
Tetsuro,Keam,515,173-1202,WELDON,IA,50264,M,N,96000,8.98,0,0
Peretz,Greve,939,192-1689,AGUADILLA,PR,603,S,N,55500,0.0,0,0
Jianjun,Vajtersic,203,113-1162,NORTH FRANKLIN,CT,6254,M,N,64000,5.0,0,0
Mika,Sorribes,509,191-2037,PALOUSE,WA,99161,S,N,76000,0.0,0,0
Yichiang,Lyuu,351,192-1651,SOMERVILLE,MA,2145,M,N,2000,5.3,0,0
Parthasarathy,Bas,202,160-1409,WASHINGTON,DC,20442,M,Y,35000,9.0,0,1370
Somnath,Dimopoulos,251,176-2078,BREWTON,AL,36426,M,Y,43500,5.0,0,300
Anneke,Crescenzo,860,187-1499,NORTH GRANBY,CT,6060,S,N,98000,5.0,12750,0
Iraj,Waema,703,125-1645,SOUTH HILL,VA,23970,M,N,88500,5.75,0,0
Takatoshi,Goldschmidt,302,188-1195,HARTMAN,IA,19952,M,Y,62000,5.95,0,110
Kassem,Muhammad,731,149-1729,MEMPHIS,TN,38161,S,Y,57500,0.0,0,0
Taghi,Larfeldt,401,194-1698,COVENTRY,RI,2816,S,Y,44000,0.0,0,0
Vincent,Den,507,121-1051,KABETOGAMA,MN,56669,S,N,34500,6.0965314,3300,0
Nagesh,Seymour,775,144-1163,MC GILL,NV,89318,S,N,98500,0.0,0,0
Pierto,Cassel,859,187-1044,OWENSBORO,KY,42302,M,N,71500,5.8055553,0,0
Yurij,Dendorfer,563,150-1993,AUBURN,IA,51433,M,Y,95000,8.98,0,40
Kailasam,Matheis,401,177-1591,CHARLESTOWN,RI,2813,M,N,92500,0.0,0,0
Surath,Nakatake,260,180-1115,LEITERS FORD,IN,46945,M,N,47000,3.4,0,0
Martina,Ziavras,307,152-2015,AUBURN,WY,83111,S,N,25500,0.0,0,0
Guenter,Haldar,971,183-1914,ALBANY,OR,97322,M,N,81000,9.0,0,0
Stephen,DuBourdieux,302,122-1038,NEWARK-typoHARTMAN,WV,19726,S,N,59000,5.881818,110,0
Roma,Aygun,503,165-1417,TERREBONNE,OR,97760,M,Y,10000,9.0,0,159
Chakravarthy,Hashii,630,149-1921,BUDA,IL,61314,S,Y,26500,3.0,2000,2000
Moto,Weusten,603,146-1302,RUMNEY,NH,3266,M,N,16500,0.0,0,0
Marian,Breunig,401,199-2047,SMITHFIELD,RI,2917,M,N,41000,0.0,0,0
Libor,Guan,620,155-1673,QUENEMO,KS,66528,S,Y,32000,6.45,2250,2250
Gerco,Rabehasaina,401,148-1029,PROVIDENCE,RI,2906,S,Y,90500,0.0,0,0
Navin,Biryukov,405,102-1048,LEQUIRE,OK,74943,M,N,38500,6.25,0,0
Yossi,Jelonek,603,192-1257,ASHUELOT,NH,3441,M,Y,74000,0.0,0,0
Moni,Quinqueton,307,186-1155,PINE BLUFFS,WY,82082,M,N,14500,0.0,0,0
Okuhiko,Ramsdell,304,184-1692,OCEANA,WV,24870,M,Y,72500,6.5,0,2000
Heribert,Brush,478,183-1506,STONE MOUNTAIN,GA,30087,S,Y,1500,1.5999999,2700,3000
Michel,Sommer,830,115-1083,SEYMOUR,TX,76380,S,Y,13500,0.0,0,0
Sreekumar,Sreekantaswamy,769,178-1337,MADISON,MS,39110,M,N,32500,5.0,0,0
Hiroyoshi,Khasidashvili,605,140-1837,RALPH,SD,57650,S,Y,47000,0.0,0,0
Tetsushi,Lobjois,207,152-1111,PARSONSFIELD,ME,4047,S,Y,69500,8.5,2850,2850
Chihei,Susmaga,662,166-1057,BILOXI,MS,39533,S,N,77000,5.0,6000,0
Jouko,Sterren,501,197-1164,WILLIFORD,AR,72482,M,Y,90000,7.0,0,20
Tsang,Cicchetti,574,113-1993,PRAIRIE CREEK,IN,47869,S,Y,6500,3.4,1000,1000
Yuguo,Nomura,423,119-1236,CLEVELAND,TN,37312,M,N,67000,0.0,0,0
Adoracion,Franaszczuk,862,177-1989,HIGHTSTOWN-typoALMONT,MI,8520,M,N,63500,2.0860312,0,0
Zijian,Kurino,479,140-1183,CHEROKEE VILLAGE,AR,72529,M,Y,11000,2.8168998,0,20
Yimeng,Thede,605,133-1229,GARDEN CITY,SD,57236,S,N,83500,0.0,0,0
Juichi,Justin,406,162-1876,HARLEM,MT,59526,S,Y,71500,6.9,1900,1900
Tanja,Anguita,971,128-1666,ECHO,OR,97826,S,Y,78500,9.0,159,159
Adrain,Woit,505,108-1049,PAGUATE,NM,87040,M,N,75500,5.3,0,0
Xiaolang,Daudenarde,603,157-1215,CONTOOCOOK,NH,3229,S,N,22500,0.0,0,0
Oren,Krolokowski,574,140-1194,REELSVILLE,IN,46171,S,N,25500,3.4,1000,0
Tsz,Duran,719,121-1989,DENVER,CO,80262,S,N,82000,4.63,0,0
Merrell,Philippsen,503,196-1803,CANYON CITY,OR,97820,S,Y,500,5.0,159,159
Rohini,McAfee,205,111-1745,BIRMINGHAM,AL,35254,M,N,92500,5.0,0,0
Margherita,Mineiro,205,179-1343,PINCKARD,AL,36371,S,N,70500,5.0,1500,0
Kristo,Bies,240,124-1289,LA VETA,MD-typoNV,21087,M,N,70500,4.75,0,0
Jinhwan,Legay,228,137-1154,MONTICELLO,MS,39654,S,Y,30500,5.0,6000,1500
Roni,Vasukiammaiyar,603,183-1611,WEST STEWARTSTOWN,NH,3597,S,Y,40000,0.0,0,0
Christhard,Urbain,865,157-1843,ADAMS,TN,37010,S,N,89000,0.0,0,0
Anandeep,Haack,870,104-1456,BLUFFTON,AR,72827,M,Y,84000,7.0,0,20
Sachem,Tompa,775,152-1120,NORTH LAS VEGAS,NV,89033,M,N,17500,0.0,0,0
Shohji,Matzov,928,189-1118,HARTMAN,AZ-typoMI,85344,M,N,83000,4.0015,0,0
Sofus,Foong,219,144-1004,MUNCIE,IN,47307,M,Y,87500,3.4,0,1000
Debashish,Kanodia,484,135-1162,WHEATLAND,PA,16161,M,Y,43000,3.07,0,0
Leora,Khamsi,414,108-1113,GREEN BAY-typoALMONT,GA,54304,M,Y,43000,5.193535,0,400
Adly,Thiry,509,113-1286,CARLSBORG,WA,98324,S,N,69000,0.0,0,0
Mang,Campadelli,660,167-1608,TARKIO,MO,64491,S,N,47000,6.0,2100,0
Kazutaka,Appelfeller,918,149-1655,YUKON,OK,73099,S,N,13500,6.25,1000,0
Subhankar,Kappner,701,129-1692,PARK RIVER,ND,58270,S,Y,47500,2.306342,3300,3300
Dayanand,Dass,254,108-1183,HARLETON,TX,75651,S,N,85000,0.0,0,0
Joaquin,Adamek,605,119-1236,FORT MEADE,SD,57741,M,Y,14500,0.0,0,0
Mirka,Bernfeld,801,182-1561,TRIDELL,UT,84076,S,N,82500,7.0,2475,0
Zongming,Mamelak,650,171-1934,GARDEN GROVE,CA,92846,S,N,75000,9.3,87,0
Shri,Thomson,580,192-1187,ENID,OK,73706,S,N,88000,6.25,1000,0
Deidra,Pols,573,129-2077,WAVERLY,MO,64096,M,Y,57500,6.0,0,1200
Masasuke,Hoepner,215,164-1922,RED HILL,PA,18076,S,Y,3000,3.07,0,0
Torsten,Tanskanen,970,127-1070,VERNON,CO,80755,S,N,60500,4.63,0,0
Yanis,Hechler,706,196-1807,MOUNT AIRY,GA,30563,M,N,65500,6.0,0,0
Clara,Preishuber,202,104-1717,WASHINGTON,DC,20469,M,Y,89500,9.0,0,1370
Amund,Bronstein,406,162-1879,GRANTSDALE,MT,59835,S,N,9000,4.4077587,1900,0
Kozi,Willoner,603,189-1038,GILMANTON,NH,3237,M,Y,100000,0.0,0,0
Jerrold,Schedl,406,174-1387,EUREKA,MT,59917,M,Y,59500,6.9,0,1900
Gritta,Louly,630,190-1619,SPRINGFIELD,IL,62769,S,N,70000,3.0,2000,0
Chiradeep,Uemura,256,198-1870,COKER,AL,35452,M,N,7000,5.0,0,0
Cong,Mosedale,623,198-1735,TUCSON,AZ,85722,S,N,41000,3.3504999,2100,0
Reetinder,Poulakidas,785,165-1555,RANDOLPH,KS,66554,S,Y,46000,6.45,2250,2250
Vojin,Shumilov,301,141-1409,CURTIS BAY,MD,21226,S,Y,14500,4.75,2400,2400
Yishay,Shrager,907,190-1115,ANCHORAGE,AK,99509,S,N,31000,0.0,0,0
Surata,Ohsie,787,169-1071,VEGA BAJA,PR,693,M,N,39500,0.0,0,0
Liping,Cucka,318,198-1111,NEW ORLEANS,LA,70131,M,Y,8000,2.0,0,1000
Lorri,Wichert,330,156-1582,OHIO CITY,OH,45874,M,N,63000,2.6373026,0,0
Sasan,Osborn,205,117-1310,LOXLEY,AL,36551,M,N,84000,5.0,0,0
Luisa,Shimony,612,113-1741,MONTICELLO,MN,55590,M,Y,75000,7.85,0,3300
Vicent,Cecil,801,181-1179,FERRON,UT,84523,S,Y,98000,7.0,2475,2475
Vitus,Friedetzky,928,116-1359,TEMPE,AZ,85283,M,N,55000,3.5674999,0,0
Samy,Din,615,150-1155,ROCKWOOD,TN,37854,M,N,33500,0.0,0,0
